First_Name,Last_Name,Birthdate,Gender,Driver_License,Addresses
Natalia,Vasiliev,2019-03-28,Male,False,"[['Sankt-Peterburg', 'Moskovskaya', 125, 21], ['Rostov-na-Donu', 'Kirova', 123, 133], ['Novosibirsk', 'Kirova', 165, 179]]"
Nikita,Kuznetsov,1941-10-10,Male,True,"[['Kazan', 'Lenina', 93, 192], ['Samara', 'Mira', 188, 219], ['Sankt-Peterburg', 'Moskovskaya', 52, 360]]"
Elena,Petrov,1960-12-15,Male,True,"[['Samara', 'Moskovskaya', 51, 450], ['Novosibirsk', 'Lenina', 89, 16], ['Rostov-na-Donu', 'Gagarina', 15, 464]]"
Andrey,Fedorov,2000-01-17,Female,False,"[['Kazan', 'Zhukova', 89, 484]]"
Natalia,Smirnov,1974-11-10,Female,True,"[['Omsk', 'Sovetskaya', 35, 185], ['Kazan', 'Sovetskaya', 53, 436]]"
Vera,Pavlov,2016-06-23,Female,True,"[['Omsk', 'Lenina', 120, 436], ['Kazan', 'Mira', 78, 236], ['Chelyabinsk', 'Pushkina', 25, 200]]"
Ekaterina,Fedorov,2015-03-09,Female,False,"[['Rostov-na-Donu', 'Gagarina', 100, 304], ['Samara', 'Krasnaya', 8, 399], ['Omsk', 'Kirova', 119, 498]]"
Vera,Semenov,2020-11-28,Female,False,"[['Novosibirsk', 'Moskovskaya', 21, 482], ['Kazan', 'Gagarina', 200, 358]]"
Olga,Mikhailov,1997-08-12,Male,False,"[['Sankt-Peterburg', 'Zhukova', 163, 495]]"
Aleksandr,Morozov,2022-09-08,Male,False,"[['Nizhniy Novgorod', 'Mira', 175, 284], ['Chelyabinsk', 'Kirova', 43, 341], ['Novosibirsk', 'Krasnaya', 66, 183]]"
Ivan,Popov,2015-09-10,Female,False,"[['Omsk', 'Pobedy', 72, 396], ['Sankt-Peterburg', 'Zhukova', 175, 431], ['Ekaterinburg', 'Krasnaya', 200, 56]]"
Maxim,Egorov,2018-08-05,Male,True,"[['Novosibirsk', 'Mira', 140, 249], ['Sankt-Peterburg', 'Krasnaya', 150, 312], ['Omsk', 'Mira', 4, 366]]"
Ivan,Smirnov,2009-12-27,Female,False,"[['Rostov-na-Donu', 'Mira', 7, 347], ['Rostov-na-Donu', 'Zhukova', 79, 429]]"
Aleksandr,Kozlov,2023-05-29,Female,False,"[['Samara', 'Mira', 8, 490], ['Ekaterinburg', 'Zhukova', 180, 178]]"
Elena,Nikolaev,2019-09-15,Female,True,"[['Moskva', 'Gagarina', 150, 463]]"
Ivan,Kuznetsov,2014-06-21,Female,False,"[['Ekaterinburg', 'Sovetskaya', 108, 89]]"
Maria,Mikhailov,1983-10-09,Female,True,"[['Samara', 'Zhukova', 144, 186], ['Omsk', 'Zhukova', 81, 32]]"
Olga,Lebedev,1965-04-05,Female,True,"[['Samara', 'Gagarina', 122, 456], ['Novosibirsk', 'Mira', 163, 140], ['Chelyabinsk', 'Pushkina', 18, 298]]"
Natalia,Lebedev,2024-04-11,Male,True,"[['Novosibirsk', 'Moskovskaya', 83, 469], ['Chelyabinsk', 'Krasnaya', 14, 200]]"
Sofia,Mikhailov,1989-05-07,Male,True,"[['Novosibirsk', 'Pobedy', 50, 126]]"
Andrey,Alekseev,2023-12-15,Female,True,"[['Nizhniy Novgorod', 'Krasnaya', 108, 242], ['Ekaterinburg', 'Kirova', 75, 41]]"
Aleksey,Morozov,1992-07-09,Male,True,"[['Rostov-na-Donu', 'Mira', 101, 279], ['Ekaterinburg', 'Gagarina', 184, 380]]"
Artem,Smirnov,1992-10-26,Male,True,"[['Novosibirsk', 'Mira', 158, 265], ['Chelyabinsk', 'Kirova', 27, 331], ['Ekaterinburg', 'Pushkina', 86, 83]]"
Vera,Lebedev,2016-09-26,Male,True,"[['Nizhniy Novgorod', 'Krasnaya', 10, 343], ['Novosibirsk', 'Mira', 109, 279]]"
Anna,Nikolaev,1968-12-28,Male,False,"[['Nizhniy Novgorod', 'Sovetskaya', 8, 436], ['Ekaterinburg', 'Lenina', 102, 138], ['Nizhniy Novgorod', 'Pobedy', 160, 225]]"
Irina,Nikolaev,1989-07-29,Female,True,"[['Omsk', 'Pobedy', 174, 384]]"
Mikhail,Morozov,1967-12-01,Female,False,"[['Novosibirsk', 'Lenina', 8, 256]]"
Artem,Nikolaev,2022-05-22,Male,True,"[['Kazan', 'Zhukova', 65, 343], ['Rostov-na-Donu', 'Mira', 154, 483]]"
Maria,Lebedev,2001-05-09,Male,False,"[['Rostov-na-Donu', 'Mira', 108, 457], ['Samara', 'Moskovskaya', 191, 117], ['Nizhniy Novgorod', 'Kirova', 54, 255]]"
Elena,Lebedev,1976-06-12,Female,False,"[['Rostov-na-Donu', 'Pobedy', 120, 336]]"
Aleksey,Semenov,2011-10-05,Female,False,"[['Samara', 'Kirova', 20, 230], ['Kazan', 'Lenina', 167, 175], ['Omsk', 'Zhukova', 6, 306]]"
Mikhail,Petrov,2011-10-18,Male,True,"[['Chelyabinsk', 'Kirova', 32, 207]]"
Mikhail,Kozlov,2003-08-11,Male,False,"[['Chelyabinsk', 'Pobedy', 25, 295]]"
Dmitriy,Volkov,2020-06-22,Male,False,"[['Sankt-Peterburg', 'Pushkina', 37, 335], ['Nizhniy Novgorod', 'Mira', 196, 490]]"
Tatiana,Fedorov,1807-10-21,Female,True,"[['Novosibirsk', 'Zhukova', 158, 90], ['Novosibirsk', 'Lenina', 5, 24], ['Ekaterinburg', 'Mira', 128, 473]]"
Vera,Lebedev,1975-12-27,Female,False,"[['Samara', 'Pobedy', 153, 165], ['Nizhniy Novgorod', 'Zhukova', 22, 232]]"
Aleksandr,Egorov,2009-11-26,Male,False,"[['Samara', 'Moskovskaya', 154, 150], ['Sankt-Peterburg', 'Kirova', 42, 133], ['Omsk', 'Krasnaya', 106, 409]]"
Andrey,Volkov,2009-05-09,Female,False,"[['Chelyabinsk', 'Pushkina', 37, 163], ['Chelyabinsk', 'Zhukova', 9, 24], ['Kazan', 'Zhukova', 170, 439]]"
Anna,Popov,1918-09-20,Female,True,"[['Sankt-Peterburg', 'Krasnaya', 103, 366]]"
Vera,Popov,2012-02-14,Female,True,"[['Chelyabinsk', 'Gagarina', 137, 455], ['Chelyabinsk', 'Sovetskaya', 138, 382]]"
Nikita,Nikolaev,2015-06-26,Female,False,"[['Ekaterinburg', 'Pobedy', 24, 315], ['Chelyabinsk', 'Mira', 13, 363], ['Omsk', 'Kirova', 28, 405]]"
Nikita,Volkov,2006-06-02,Male,False,"[['Omsk', 'Lenina', 15, 186], ['Sankt-Peterburg', 'Krasnaya', 81, 369], ['Omsk', 'Lenina', 47, 80]]"
Aleksandr,Vasiliev,1988-08-06,Female,True,"[['Rostov-na-Donu', 'Krasnaya', 94, 469]]"
Sergey,Alekseev,1988-10-03,Male,True,"[['Novosibirsk', 'Sovetskaya', 164, 326], ['Novosibirsk', 'Kirova', 139, 287], ['Samara', 'Pobedy', 142, 193]]"
Aleksey,Semenov,2005-02-08,Male,True,"[['Kazan', 'Pushkina', 151, 176], ['Novosibirsk', 'Pobedy', 8, 79]]"
Andrey,Stepanov,2013-03-15,Male,False,"[['Omsk', 'Sovetskaya', 128, 88], ['Novosibirsk', 'Mira', 185, 225], ['Kazan', 'Krasnaya', 81, 65]]"
Mikhail,Vasiliev,1906-01-21,Male,False,"[['Rostov-na-Donu', 'Pushkina', 69, 469]]"
Vera,Kozlov,1984-03-02,Female,False,"[['Novosibirsk', 'Gagarina', 119, 332], ['Moskva', 'Mira', 189, 263], ['Ekaterinburg', 'Kirova', 190, 122]]"
Mikhail,Pavlov,2001-12-12,Female,True,"[['Kazan', 'Pushkina', 66, 365], ['Ekaterinburg', 'Mira', 85, 238]]"
Natalia,Nikolaev,2015-01-19,Female,True,"[['Chelyabinsk', 'Lenina', 121, 11]]"
Tatiana,Popov,2022-03-21,Male,False,"[['Chelyabinsk', 'Gagarina', 101, 491], ['Omsk', 'Sovetskaya', 98, 302]]"
Natalia,Pavlov,1970-04-28,Male,True,"[['Rostov-na-Donu', 'Zhukova', 70, 172], ['Chelyabinsk', 'Lenina', 184, 321]]"
Tatiana,Kuznetsov,1974-03-14,Female,True,"[['Nizhniy Novgorod', 'Sovetskaya', 155, 203]]"
Tatiana,Stepanov,2020-08-11,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 145, 38], ['Samara', 'Lenina', 156, 344], ['Nizhniy Novgorod', 'Mira', 80, 84]]"
Aleksandr,Pavlov,1999-05-23,Female,False,"[['Nizhniy Novgorod', 'Pobedy', 146, 134], ['Rostov-na-Donu', 'Moskovskaya', 162, 35]]"
Irina,Novikov,2009-05-18,Female,True,"[['Moskva', 'Kirova', 110, 499]]"
Elena,Kozlov,2017-02-10,Female,True,"[['Novosibirsk', 'Krasnaya', 135, 445], ['Chelyabinsk', 'Pobedy', 176, 162], ['Sankt-Peterburg', 'Lenina', 180, 344]]"
Artem,Vasiliev,2024-03-23,Female,True,"[['Rostov-na-Donu', 'Krasnaya', 180, 317]]"
Natalia,Alekseev,2003-04-22,Female,False,"[['Chelyabinsk', 'Mira', 100, 458], ['Omsk', 'Krasnaya', 99, 338]]"
Maxim,Nikolaev,2018-08-04,Male,True,"[['Samara', 'Krasnaya', 191, 12]]"
Anna,Volkov,2022-03-23,Male,True,"[['Moskva', 'Lenina', 32, 195]]"
Sofia,Semenov,2021-12-30,Female,True,"[['Omsk', 'Sovetskaya', 30, 233]]"
Sofia,Popov,1966-12-28,Female,False,"[['Novosibirsk', 'Krasnaya', 84, 332], ['Chelyabinsk', 'Kirova', 197, 249], ['Ekaterinburg', 'Gagarina', 60, 357]]"
Aleksey,Smirnov,1953-12-26,Male,False,"[['Novosibirsk', 'Zhukova', 152, 236]]"
Ivan,Nikolaev,1982-02-02,Male,True,"[['Kazan', 'Zhukova', 19, 116]]"
Maria,Morozov,2010-01-10,Female,True,"[['Omsk', 'Pobedy', 162, 396]]"
Tatiana,Kuznetsov,2000-09-04,Female,False,"[['Rostov-na-Donu', 'Kirova', 107, 299]]"
Ivan,Mikhailov,1972-12-04,Female,True,"[['Kazan', 'Zhukova', 28, 212], ['Kazan', 'Pushkina', 145, 274]]"
Elena,Pavlov,1970-07-05,Female,False,"[['Chelyabinsk', 'Sovetskaya', 123, 396], ['Kazan', 'Gagarina', 19, 44]]"
Irina,Kuznetsov,1998-04-14,Female,False,"[['Novosibirsk', 'Mira', 52, 316], ['Omsk', 'Gagarina', 35, 467], ['Omsk', 'Pushkina', 82, 211]]"
Sofia,Sokolov,2005-12-01,Female,False,"[['Sankt-Peterburg', 'Krasnaya', 163, 196], ['Kazan', 'Krasnaya', 188, 363]]"
Sergey,Smirnov,1975-06-03,Female,True,"[['Nizhniy Novgorod', 'Gagarina', 123, 12], ['Chelyabinsk', 'Mira', 145, 462]]"
Sergey,Popov,1972-10-06,Male,False,"[['Chelyabinsk', 'Pobedy', 94, 218]]"
Natalia,Alekseev,1991-12-15,Female,True,"[['Kazan', 'Sovetskaya', 15, 233], ['Samara', 'Krasnaya', 98, 20], ['Samara', 'Sovetskaya', 12, 77]]"
Andrey,Sokolov,2020-05-11,Male,True,"[['Omsk', 'Mira', 155, 30], ['Moskva', 'Kirova', 25, 269], ['Ekaterinburg', 'Zhukova', 106, 37]]"
Anna,Petrov,2006-10-31,Male,True,"[['Rostov-na-Donu', 'Pobedy', 39, 397], ['Nizhniy Novgorod', 'Pobedy', 122, 123]]"
Artem,Stepanov,2018-01-21,Female,False,"[['Samara', 'Gagarina', 120, 201], ['Kazan', 'Pushkina', 148, 124]]"
Artem,Smirnov,2022-07-06,Male,True,"[['Novosibirsk', 'Moskovskaya', 186, 206]]"
Olga,Volkov,2021-09-06,Female,True,"[['Sankt-Peterburg', 'Lenina', 106, 177], ['Nizhniy Novgorod', 'Lenina', 92, 308]]"
Ekaterina,Ivanov,1975-02-03,Male,False,"[['Novosibirsk', 'Lenina', 98, 216], ['Nizhniy Novgorod', 'Pushkina', 64, 181], ['Rostov-na-Donu', 'Zhukova', 2, 328]]"
Aleksandr,Popov,2003-07-28,Female,False,"[['Sankt-Peterburg', 'Pushkina', 130, 79]]"
Ivan,Novikov,2020-09-08,Female,False,"[['Samara', 'Krasnaya', 70, 98]]"
Maria,Egorov,1975-06-26,Female,True,"[['Rostov-na-Donu', 'Pushkina', 90, 211], ['Moskva', 'Lenina', 167, 354], ['Rostov-na-Donu', 'Krasnaya', 108, 87]]"
Maxim,Pavlov,1989-09-17,Male,False,"[['Novosibirsk', 'Pushkina', 196, 23]]"
Vera,Nikolaev,1890-07-04,Female,False,"[['Chelyabinsk', 'Krasnaya', 138, 390]]"
Maxim,Morozov,1998-04-01,Female,True,"[['Chelyabinsk', 'Sovetskaya', 133, 47], ['Omsk', 'Kirova', 95, 468]]"
Dmitriy,Lebedev,1994-09-13,Female,False,"[['Chelyabinsk', 'Sovetskaya', 70, 82], ['Nizhniy Novgorod', 'Gagarina', 106, 150], ['Kazan', 'Gagarina', 195, 409]]"
Natalia,Mikhailov,1997-07-23,Female,False,"[['Omsk', 'Sovetskaya', 106, 437], ['Moskva', 'Sovetskaya', 177, 333], ['Novosibirsk', 'Krasnaya', 72, 243]]"
Andrey,Vasiliev,2018-09-17,Female,True,"[['Kazan', 'Lenina', 187, 284], ['Rostov-na-Donu', 'Krasnaya', 72, 313]]"
Andrey,Stepanov,1937-03-07,Female,False,"[['Ekaterinburg', 'Krasnaya', 179, 84], ['Novosibirsk', 'Gagarina', 40, 420], ['Kazan', 'Moskovskaya', 148, 234]]"
Irina,Ivanov,1960-11-15,Male,True,"[['Chelyabinsk', 'Moskovskaya', 192, 356], ['Nizhniy Novgorod', 'Sovetskaya', 43, 148], ['Moskva', 'Lenina', 73, 154]]"
Tatiana,Stepanov,2007-11-07,Female,True,"[['Rostov-na-Donu', 'Mira', 127, 139]]"
Ivan,Fedorov,2012-03-01,Female,False,"[['Nizhniy Novgorod', 'Lenina', 114, 117]]"
Mikhail,Vasiliev,2004-11-14,Male,True,"[['Moskva', 'Pushkina', 16, 75], ['Omsk', 'Mira', 69, 147]]"
Aleksandr,Kuznetsov,2014-09-18,Female,True,"[['Moskva', 'Gagarina', 79, 30], ['Ekaterinburg', 'Zhukova', 51, 162]]"
Mikhail,Kozlov,2011-11-13,Male,False,"[['Omsk', 'Moskovskaya', 40, 386], ['Moskva', 'Krasnaya', 10, 92], ['Moskva', 'Sovetskaya', 171, 117]]"
Irina,Stepanov,1868-08-24,Female,True,"[['Novosibirsk', 'Pobedy', 121, 181], ['Chelyabinsk', 'Krasnaya', 171, 414], ['Chelyabinsk', 'Kirova', 70, 130]]"
Nikita,Alekseev,2017-01-06,Female,False,"[['Novosibirsk', 'Lenina', 2, 361], ['Ekaterinburg', 'Sovetskaya', 74, 420]]"
Maria,Novikov,1977-11-14,Male,True,"[['Omsk', 'Pushkina', 19, 46]]"
Nikita,Lebedev,1970-09-05,Female,True,"[['Samara', 'Pobedy', 60, 375]]"
Sergey,Novikov,1909-10-03,Male,False,"[['Moskva', 'Pobedy', 58, 288]]"
Sofia,Semenov,2021-12-22,Male,False,"[['Samara', 'Pushkina', 140, 322], ['Rostov-na-Donu', 'Pushkina', 54, 153]]"
Olga,Kuznetsov,2018-08-27,Female,False,"[['Ekaterinburg', 'Mira', 31, 435], ['Nizhniy Novgorod', 'Zhukova', 144, 432]]"
Elena,Alekseev,1990-07-11,Female,False,"[['Samara', 'Krasnaya', 197, 122], ['Rostov-na-Donu', 'Gagarina', 99, 476]]"
Nikita,Volkov,2001-08-19,Male,True,"[['Novosibirsk', 'Kirova', 48, 342], ['Ekaterinburg', 'Pushkina', 31, 59]]"
Irina,Morozov,1978-02-09,Female,False,"[['Chelyabinsk', 'Lenina', 128, 333]]"
Sofia,Kozlov,1999-09-12,Female,False,"[['Omsk', 'Sovetskaya', 172, 103], ['Kazan', 'Sovetskaya', 119, 117], ['Kazan', 'Pobedy', 8, 341]]"
Olga,Petrov,2013-07-28,Female,False,"[['Omsk', 'Pushkina', 200, 37], ['Chelyabinsk', 'Moskovskaya', 60, 382], ['Chelyabinsk', 'Kirova', 180, 146]]"
Dmitriy,Kozlov,2010-05-19,Female,False,"[['Ekaterinburg', 'Gagarina', 75, 192], ['Novosibirsk', 'Krasnaya', 169, 127]]"
Tatiana,Mikhailov,2010-01-20,Male,True,"[['Moskva', 'Gagarina', 36, 264], ['Sankt-Peterburg', 'Lenina', 193, 432], ['Samara', 'Pushkina', 90, 389]]"
Aleksey,Alekseev,2011-07-16,Female,False,"[['Kazan', 'Krasnaya', 41, 345], ['Chelyabinsk', 'Sovetskaya', 29, 282], ['Novosibirsk', 'Kirova', 41, 408]]"
Maxim,Nikolaev,1983-03-11,Female,True,"[['Nizhniy Novgorod', 'Krasnaya', 53, 316]]"
Nikita,Kozlov,1995-03-25,Male,False,"[['Novosibirsk', 'Pushkina', 144, 375], ['Chelyabinsk', 'Sovetskaya', 33, 278], ['Novosibirsk', 'Moskovskaya', 71, 98]]"
Andrey,Petrov,2021-03-11,Male,False,"[['Samara', 'Gagarina', 46, 359], ['Samara', 'Moskovskaya', 156, 454]]"
Olga,Morozov,2017-02-03,Female,True,"[['Novosibirsk', 'Krasnaya', 89, 242]]"
Aleksey,Novikov,2008-11-08,Female,False,"[['Kazan', 'Zhukova', 176, 54], ['Sankt-Peterburg', 'Gagarina', 79, 236], ['Sankt-Peterburg', 'Kirova', 137, 255]]"
Sergey,Kuznetsov,2019-03-15,Male,True,"[['Rostov-na-Donu', 'Mira', 80, 397]]"
Natalia,Lebedev,2015-01-06,Male,True,"[['Omsk', 'Krasnaya', 29, 320]]"
Maxim,Smirnov,1998-08-12,Female,False,"[['Chelyabinsk', 'Zhukova', 48, 151], ['Omsk', 'Krasnaya', 69, 125], ['Kazan', 'Moskovskaya', 42, 255]]"
Sergey,Stepanov,2010-12-28,Male,True,"[['Kazan', 'Lenina', 99, 258], ['Rostov-na-Donu', 'Moskovskaya', 88, 433]]"
Aleksey,Vasiliev,2012-08-10,Male,True,"[['Samara', 'Kirova', 24, 337], ['Moskva', 'Sovetskaya', 151, 72], ['Samara', 'Kirova', 148, 82]]"
Ivan,Ivanov,1987-03-05,Male,False,"[['Ekaterinburg', 'Gagarina', 118, 197], ['Novosibirsk', 'Krasnaya', 106, 281], ['Omsk', 'Mira', 56, 339]]"
Maria,Semenov,1976-06-08,Female,False,"[['Samara', 'Krasnaya', 146, 450]]"
Mikhail,Morozov,2014-04-20,Female,True,"[['Ekaterinburg', 'Zhukova', 73, 357], ['Sankt-Peterburg', 'Krasnaya', 99, 494]]"
Irina,Pavlov,1992-10-11,Male,True,"[['Nizhniy Novgorod', 'Pushkina', 94, 413], ['Kazan', 'Zhukova', 134, 464], ['Chelyabinsk', 'Krasnaya', 190, 246]]"
Dmitriy,Pavlov,1960-07-09,Male,True,"[['Rostov-na-Donu', 'Sovetskaya', 73, 161], ['Kazan', 'Gagarina', 65, 74]]"
Aleksandr,Petrov,1976-03-13,Female,True,"[['Sankt-Peterburg', 'Moskovskaya', 98, 327], ['Novosibirsk', 'Sovetskaya', 42, 496]]"
Natalia,Kozlov,2016-07-29,Female,True,"[['Novosibirsk', 'Pushkina', 16, 380], ['Sankt-Peterburg', 'Krasnaya', 165, 176], ['Kazan', 'Mira', 183, 239]]"
Irina,Ivanov,1950-09-14,Female,True,"[['Samara', 'Lenina', 97, 483], ['Rostov-na-Donu', 'Lenina', 67, 414]]"
Artem,Egorov,2010-09-15,Female,True,"[['Sankt-Peterburg', 'Krasnaya', 173, 493]]"
Andrey,Morozov,1980-10-12,Male,False,"[['Omsk', 'Sovetskaya', 190, 438], ['Moskva', 'Zhukova', 106, 472], ['Ekaterinburg', 'Sovetskaya', 186, 275]]"
Olga,Volkov,1980-03-03,Male,True,"[['Novosibirsk', 'Lenina', 36, 115], ['Nizhniy Novgorod', 'Mira', 91, 476], ['Rostov-na-Donu', 'Zhukova', 80, 423]]"
Maxim,Alekseev,2012-05-10,Female,False,"[['Omsk', 'Gagarina', 150, 479]]"
Andrey,Kozlov,1996-01-02,Female,False,"[['Omsk', 'Pobedy', 92, 212]]"
Mikhail,Mikhailov,2016-03-12,Female,True,"[['Sankt-Peterburg', 'Zhukova', 95, 58], ['Novosibirsk', 'Kirova', 197, 93]]"
Olga,Volkov,2023-09-28,Female,False,"[['Ekaterinburg', 'Pushkina', 179, 498], ['Sankt-Peterburg', 'Moskovskaya', 152, 320]]"
Tatiana,Petrov,2001-11-04,Female,False,"[['Nizhniy Novgorod', 'Krasnaya', 58, 134]]"
Olga,Popov,2014-03-29,Female,True,"[['Moskva', 'Gagarina', 59, 217], ['Nizhniy Novgorod', 'Krasnaya', 91, 458], ['Rostov-na-Donu', 'Mira', 121, 97]]"
Irina,Semenov,2019-01-24,Female,False,"[['Sankt-Peterburg', 'Kirova', 51, 159]]"
Maria,Fedorov,2010-10-15,Male,False,"[['Chelyabinsk', 'Krasnaya', 159, 278], ['Novosibirsk', 'Moskovskaya', 124, 9], ['Ekaterinburg', 'Gagarina', 168, 67]]"
Ekaterina,Semenov,1989-02-03,Male,True,"[['Ekaterinburg', 'Lenina', 67, 333]]"
Maria,Alekseev,1995-08-11,Female,True,"[['Omsk', 'Pushkina', 144, 360], ['Omsk', 'Pushkina', 148, 210], ['Omsk', 'Zhukova', 38, 465]]"
Artem,Novikov,1987-05-23,Male,True,"[['Rostov-na-Donu', 'Gagarina', 90, 382]]"
Irina,Nikolaev,1951-08-20,Female,True,"[['Sankt-Peterburg', 'Pushkina', 159, 45]]"
Maxim,Popov,2023-02-16,Male,True,"[['Ekaterinburg', 'Krasnaya', 56, 252], ['Sankt-Peterburg', 'Zhukova', 196, 496], ['Chelyabinsk', 'Gagarina', 123, 412]]"
Aleksey,Morozov,2007-12-27,Male,False,"[['Ekaterinburg', 'Zhukova', 82, 143], ['Moskva', 'Sovetskaya', 188, 226], ['Sankt-Peterburg', 'Moskovskaya', 40, 143]]"
Ekaterina,Egorov,1937-09-25,Female,True,"[['Rostov-na-Donu', 'Krasnaya', 119, 210]]"
Maria,Mikhailov,2020-06-12,Male,True,"[['Nizhniy Novgorod', 'Pushkina', 15, 249], ['Sankt-Peterburg', 'Kirova', 120, 16]]"
Natalia,Kuznetsov,1985-11-11,Female,True,"[['Kazan', 'Mira', 135, 431], ['Samara', 'Moskovskaya', 61, 351], ['Nizhniy Novgorod', 'Kirova', 158, 285]]"
Sergey,Morozov,2013-05-29,Male,True,"[['Sankt-Peterburg', 'Zhukova', 146, 223]]"
Nikita,Morozov,1996-09-16,Female,True,"[['Rostov-na-Donu', 'Zhukova', 12, 302], ['Rostov-na-Donu', 'Pobedy', 43, 494]]"
Sergey,Morozov,2024-05-28,Female,False,"[['Omsk', 'Mira', 35, 88]]"
Irina,Fedorov,2024-05-19,Female,True,"[['Sankt-Peterburg', 'Moskovskaya', 171, 88], ['Omsk', 'Krasnaya', 186, 499]]"
Andrey,Pavlov,1998-02-26,Male,True,"[['Novosibirsk', 'Pobedy', 175, 179]]"
Vera,Alekseev,2020-01-24,Male,True,"[['Chelyabinsk', 'Pobedy', 54, 56], ['Rostov-na-Donu', 'Moskovskaya', 25, 42], ['Chelyabinsk', 'Kirova', 46, 227]]"
Aleksey,Semenov,2018-04-16,Male,True,"[['Chelyabinsk', 'Zhukova', 156, 349], ['Ekaterinburg', 'Gagarina', 7, 162]]"
Dmitriy,Mikhailov,1999-01-27,Male,True,"[['Omsk', 'Lenina', 186, 411]]"
Ekaterina,Alekseev,2012-02-08,Female,True,"[['Nizhniy Novgorod', 'Sovetskaya', 171, 58], ['Rostov-na-Donu', 'Lenina', 18, 130]]"
Andrey,Pavlov,1972-06-13,Female,True,"[['Ekaterinburg', 'Lenina', 192, 270]]"
Olga,Mikhailov,1920-12-06,Male,False,"[['Novosibirsk', 'Sovetskaya', 57, 63], ['Nizhniy Novgorod', 'Zhukova', 13, 179], ['Chelyabinsk', 'Kirova', 109, 89]]"
Natalia,Kozlov,2008-01-26,Male,True,"[['Chelyabinsk', 'Moskovskaya', 92, 202], ['Sankt-Peterburg', 'Krasnaya', 111, 275]]"
Maxim,Pavlov,1995-02-15,Female,False,"[['Kazan', 'Lenina', 33, 440], ['Novosibirsk', 'Moskovskaya', 19, 138]]"
Vera,Ivanov,2024-03-08,Male,True,"[['Sankt-Peterburg', 'Zhukova', 44, 172], ['Kazan', 'Pushkina', 176, 166]]"
Artem,Sokolov,1954-02-22,Male,True,"[['Nizhniy Novgorod', 'Gagarina', 53, 165], ['Kazan', 'Gagarina', 180, 185]]"
Artem,Fedorov,2021-10-18,Male,False,"[['Chelyabinsk', 'Sovetskaya', 143, 493], ['Sankt-Peterburg', 'Gagarina', 4, 207], ['Moskva', 'Kirova', 113, 432]]"
Sergey,Stepanov,2015-12-14,Male,True,"[['Sankt-Peterburg', 'Pobedy', 192, 233], ['Chelyabinsk', 'Lenina', 37, 21]]"
Aleksey,Morozov,2007-08-16,Male,True,"[['Novosibirsk', 'Mira', 7, 123], ['Kazan', 'Pushkina', 81, 338]]"
Elena,Volkov,1963-07-21,Female,True,"[['Novosibirsk', 'Gagarina', 162, 185], ['Kazan', 'Kirova', 199, 82], ['Sankt-Peterburg', 'Zhukova', 173, 130]]"
Sergey,Nikolaev,1975-03-03,Male,True,"[['Novosibirsk', 'Lenina', 41, 404]]"
Maria,Vasiliev,1973-10-14,Male,True,"[['Novosibirsk', 'Sovetskaya', 88, 346], ['Omsk', 'Gagarina', 22, 250], ['Ekaterinburg', 'Pushkina', 105, 454]]"
Sergey,Fedorov,2015-06-29,Female,True,"[['Sankt-Peterburg', 'Moskovskaya', 160, 324]]"
Natalia,Petrov,2011-04-29,Female,True,"[['Ekaterinburg', 'Mira', 146, 65], ['Sankt-Peterburg', 'Lenina', 142, 389], ['Nizhniy Novgorod', 'Lenina', 134, 1]]"
Vera,Novikov,1971-07-18,Male,True,"[['Chelyabinsk', 'Mira', 151, 126], ['Ekaterinburg', 'Pushkina', 180, 12]]"
Aleksandr,Alekseev,2022-06-05,Male,True,"[['Moskva', 'Moskovskaya', 16, 220], ['Nizhniy Novgorod', 'Gagarina', 140, 490]]"
Aleksey,Nikolaev,1994-11-08,Male,False,"[['Rostov-na-Donu', 'Lenina', 162, 22], ['Sankt-Peterburg', 'Zhukova', 192, 81]]"
Vera,Vasiliev,2000-06-10,Female,True,"[['Nizhniy Novgorod', 'Pobedy', 23, 111]]"
Sergey,Vasiliev,2009-03-18,Male,False,"[['Ekaterinburg', 'Sovetskaya', 107, 95], ['Ekaterinburg', 'Gagarina', 178, 284]]"
Andrey,Novikov,2023-04-21,Female,True,"[['Moskva', 'Krasnaya', 3, 36], ['Novosibirsk', 'Pobedy', 150, 166]]"
Vera,Lebedev,2010-04-01,Male,True,"[['Samara', 'Kirova', 127, 169], ['Kazan', 'Lenina', 28, 188]]"
Irina,Nikolaev,1965-10-29,Female,False,"[['Novosibirsk', 'Gagarina', 74, 227]]"
Mikhail,Kuznetsov,1996-05-27,Male,True,"[['Omsk', 'Pobedy', 104, 395]]"
Irina,Egorov,2004-02-14,Male,False,"[['Ekaterinburg', 'Zhukova', 106, 88], ['Rostov-na-Donu', 'Moskovskaya', 44, 401], ['Moskva', 'Krasnaya', 170, 482]]"
Vera,Petrov,2021-10-09,Female,False,"[['Rostov-na-Donu', 'Mira', 133, 109], ['Chelyabinsk', 'Lenina', 107, 231], ['Samara', 'Pobedy', 55, 102]]"
Artem,Pavlov,1991-08-07,Male,False,"[['Omsk', 'Zhukova', 67, 16], ['Ekaterinburg', 'Zhukova', 154, 411], ['Chelyabinsk', 'Mira', 84, 352]]"
